1,"9511,4"
2,"18999,1666666667"
3,28500
4,37990
1,"9511,4"
2,"18998,3333333333"
3,28500
4,37990
1,"9511,4"
2,"18997,5"
3,28500
4,37990
1,"9511,4"
2,"18996,6666666666"
3,28500
4,37990
1,"9511,4"
2,"18985,8333333333"
3,28500
4,37990
1,"9511,4"
2,18985
3,28500
4,37990
1,"9511,4"
2,"18964,1666666666"
3,28500
4,37990
1,"9511,4"
2,"18963,3333333333"
3,28500
4,37990
1,"9511,4"
2,"18962,4999999999"
3,28500
4,37990
1,"9511,4"
2,"18961,6666666666"
3,28500
4,37990
1,"9511,4"
2,"18960,8333333333"
3,28500
4,37990
1,"9511,4"
2,"18959,9999999999"
3,28500
4,37990
1,"9511,4"
2,"18946,3089645186"
3,28500
4,37990
1,"9511,4"
2,"18945,4756311853"
3,28500
4,37990
1,"9511,4"
2,"18944,6422978519"
3,28500
4,37990
1,"9511,4"
2,"18943,8089645186"
3,28500
4,37990
1,"9511,4"
2,"18942,9756311852"
3,28500
4,37990
1,"9511,4"
2,"18942,1422978519"
3,28500
4,37990
1,"9498,94166666667"
2,"18941,3089645186"
3,28500
4,"37972,6666666667"
1,"9482,81878834489"
2,"18940,4756311852"
3,28500
4,"37942,4258351335"
1,"9482,81878834489"
2,"18939,6422978519"
3,28500
4,"37942,4258351335"
1,"9482,81878834489"
2,"18938,8089645185"
3,28500
4,"37942,4258351335"
1,"9482,81878834489"
2,"18937,9756311852"
3,28500
4,"37942,4258351335"
1,"9482,81878834489"
2,"18937,1422978519"
3,28500
4,"37942,4258351335"
1,"9482,81878834489"
2,"18936,3089645185"
3,28500
4,"37942,4258351335"
1,"9482,81878834489"
2,"18935,4756311852"
3,28500
4,"37942,4258351335"
1,"9482,81878834489"
2,"18934,6422978518"
3,28500
4,"37942,4258351335"
1,"9482,81878834489"
2,"18933,8089645185"
3,28500
4,"37942,4258351335"
1,"9482,81878834489"
2,"18932,9756311852"
3,28500
4,"37942,4258351335"
1,"9482,81878834489"
2,"18932,1422978518"
3,28500
4,"37942,4258351335"
1,"9482,81878834489"
2,"18931,3089645185"
3,28500
4,"37942,4258351335"
1,"9482,81878834489"
2,"18930,4756311852"
3,28500
4,"37942,4258351335"
1,"9482,81878834489"
2,"18929,6422978518"
3,28500
4,"37942,4258351335"
1,"9482,81878834489"
2,"18928,8089645185"
3,28500
4,"37942,4258351335"
1,"9482,81878834489"
2,"18927,9756311851"
3,28500
4,"37942,4258351335"
1,"9482,81878834489"
2,"18927,1422978518"
3,28500
4,"37942,4258351335"
1,"9482,81878834489"
2,"18926,3089645185"
3,28500
4,"37942,4258351335"
1,"9482,81878834489"
2,"18925,4756311851"
3,28500
4,"37942,4258351335"
1,"9482,81878834489"
2,"18924,6422978518"
3,28500
4,"37942,4258351335"
1,"9482,81878834489"
2,"18923,8089645184"
3,28500
4,"37942,4258351335"
1,"9482,81878834489"
2,"18922,9756311851"
3,28500
4,"37942,4258351335"
1,"9482,81878834489"
2,"18922,1422978518"
3,28500
4,"37942,4258351335"
1,"9482,81878834489"
2,"18921,3089645184"
3,28500
4,"37942,4258351335"
1,"9482,81878834489"
2,"18920,4756311851"
3,28500
4,"37942,4258351335"
1,"9482,81878834489"
2,"18919,6422978517"
3,28500
4,"37942,4258351335"
1,"9482,81878834489"
2,"18894,4339645184"
3,28500
4,"37942,4258351335"
1,"9482,81878834489"
2,"18872,7862707589"
3,28500
4,"37942,4258351335"
1,"9482,81878834489"
2,"18871,9529374255"
3,28500
4,"37942,4258351335"
1,"9482,81878834489"
2,"18871,1196040922"
3,28500
4,"37942,4258351335"
1,"9482,81878834489"
2,"18870,2862707589"
3,28500
4,"37942,4258351335"
1,"9482,81878834489"
